TSUM1,TSUM2,SPAN,Q10,TDWI,uuid
527.3316501836949,1469.6053792796404,35.677813341027495,2.073959427312391,0.543600175637366,fb3febf7-be18-4932-a612-a1d8493285c7
548.0040352829593,1538.442796491141,36.18702689818561,1.8975641579406988,0.4966720667235107,602d6019-d358-4985-a884-369ca2a789a5
761.4301852101937,1531.7295367993331,28.593211218049074,1.808205586180283,0.4438093339181791,6658761e-d5a3-4477-9a84-598bbdf4bc95
588.1646475189464,1550.960056305277,36.95844941617459,1.9764963863656482,0.48720337225480914,6d29f4af-dd0a-4f8f-a141-f35df903782e
713.5100232550683,1351.906951707715,32.29258192958651,2.0409690409964965,0.4258675854623259,6cd6215b-92e2-4c75-82d2-d3c1627d9d63
503.63200675104633,1423.8574475915639,29.289577444644504,1.8557281364648976,0.5920724556773627,97658edb-741e-4dd4-872c-4180a15f0323
772.4937450251225,1282.972234648394,30.25741762810339,2.112671251772972,0.4863665688264648,31a94b42-d2cf-4bcd-a2b2-d4e44a305cca
796.3716546782802,1496.9323680122927,34.68534276375301,1.813792712659793,0.5494318183535825,2883dab9-f2ef-4066-bbc6-5a5af76540c7
629.7104402178368,1269.9154538153223,34.62594858776779,2.112521768218513,0.470775620313668,157d07a8-853e-46a5-bd32-3e38d8c61f47
792.126152775922,1408.1720497012284,30.472013258312888,2.139298805771548,0.40682945224738365,7bdab009-b5e4-414a-a0d2-dd2d7c5ed7dd
530.4840285472796,1467.9180150142233,34.32953198541144,1.9817258244330624,0.5878094600787671,9492eb42-ebc2-4cfa-8218-a5b8689a15f0
524.2181505100491,1265.5905384145074,31.523478993803298,2.063915668467476,0.5820792876302006,5216ffb2-89cd-44b5-8b29-f485168319cf
564.1825197130628,1430.2199790132352,33.86366010756891,1.9099456840883695,0.45913705269077154,7e1859b2-9ca9-4dc9-b0a6-81154619a992
746.6077648892267,1240.3692936569785,32.82328169559752,1.9923239115913502,0.4835880909124075,8cce6ada-dbd3-4ef9-9f7a-35053d098457
740.0664316390473,1559.5510649353137,30.64014693306401,1.8731510513965237,0.49595113111952427,4f6aa8d9-1dd8-4008-b0f5-3019d3118d80
752.3910158043906,1323.5244961065284,35.09104246079603,2.192485664552998,0.46682833731412743,ff72d612-6c70-43c6-bce9-1404c1b97da5
699.2022007467162,1319.8474969124889,30.294016506194566,2.137498453012224,0.560961800657738,acc3f71a-bc5e-46a2-b9ab-81f17571f008
557.6349276485352,1559.0108718954266,33.27441571175564,2.012136528639093,0.4936605665702787,16f1638a-1427-46eb-a86e-0cea338a19e5
563.5300555116834,1599.128422943339,33.11955832146694,2.054110806185316,0.584653513756921,5895ee60-0caa-4e73-a9d6-127158066eff
